Street;City;propertycard__detailvalue;quartos;banheiros;vagas;price
Rua Nigéria ; Itaim Bibi, São Paulo ;197;2;4;3;R$ 2.565.000
Rua Marechal Bitencourt ; Jardim Paulista, São Paulo ;900;5;4;12;R$ 15.000.000
Rua dos Pássaros ; Mooca, São Paulo ;117;3;3;3;R$ 1.277.000
Rua Vespasiano, 556 ; Vila Romana, São Paulo ;550;4;2;6;R$ 2.980.000
Santo Amaro, São Paulo ; SP;164;4;3;2;R$ 905.000
Jardim Guedala, São Paulo ; SP;564;6;8;7;"R$ 10.000
                      /Mês"
Rua Fernão Dias, 217 ; Pinheiros, São Paulo ;220;6;2;4;R$ 1.750.000
Vila Madalena, São Paulo ; SP;250;3;3;3;"R$ 22.000
                      /Mês"
Rua Engenheiro Guimarães Valadão ; Cidade Jardim, São Paulo ;360;4;3;2;"R$ 12.000
                      /Mês"
Rua Doutor Octávio de Oliveira Santos ; Brooklin Paulista, São Paulo ;190;4;3;3;R$ 1.350.000
Jardim Leonor, São Paulo ; SP;700;5;7;16;"R$ 20.000
                      /Mês"
Rua Jovina ; Vila Mascote, São Paulo ;170;4;4;3;R$ 950.000
Rua Francisco Correia Dutra, 209 ; Jardim Maria Luiza, São Paulo ;94;2;2;2;R$ 429.000
Boaçava, São Paulo ; SP;383;4;5;9;"R$ 15.000
                      /Mês"
Rua Ytaipu ; Mirandópolis, São Paulo ;200;2;1;2;R$ 915.000
Cidade Jardim, São Paulo ; SP;1000;4;6;8;R$ 10.000.000
Rua João Lourenço ; Moema, São Paulo ;470;4;4;4;R$ 7.500.000
Pacaembu, São Paulo ; SP;358;3;5;4;R$ 3.900.000
Jardim Guedala, São Paulo ; SP;933;4;7;9;R$ 8.600.000
Rua Veneza ; Jardim Paulista, São Paulo ;380;3;3;2;"R$ 15.000
                      /Mês"
Pacaembu, São Paulo ; SP;950;5;4;10;"R$ 45.000
                      /Mês"
Granja Julieta, São Paulo ; SP;487;4;4;4;R$ 4.400.000
Planalto Paulista, São Paulo ; SP;439;4;4;5;R$ 3.900.000
Jardim Paulistano, São Paulo ; SP;250;3;3;3;R$ 2.100.000
Vila Tramontano, São Paulo ; SP;580;4;6;6;R$ 2.900.000
Boaçava, São Paulo ; SP;419;3;5;4;R$ 4.800.000
Rua General Sena Vasconcelos ; Jardim Guedala, São Paulo ;500;4;3;5;R$ 2.500.000
Jardim Europa, São Paulo ; SP;400;5;2;4;R$ 8.790.000
Rua Principado de Mônaco ; Pacaembu, São Paulo ;360;4;5;3;R$ 3.100.000
Rua Caucaia do Alto ; Vila Albertina, São Paulo ;497;3;3;5;R$ 920.000
Instituto de Previdência, São Paulo ; SP;306;4;4;3;R$ 1.790.000
Rua Cuxiponês ; Jardim Vera Cruz, São Paulo ;160;3;2;3;R$ 1.350.000
Rua Alemanha ; Jardim Europa, São Paulo ;551;3;5;3;R$ 7.700.000
Real Parque, São Paulo ; SP;450;5;6;4;R$ 3.600.000
Jardim Guedala, São Paulo ; SP;1080;5;9;10;"R$ 25.000
                      /Mês"
Rua Antônio Mariani ; Instituto de Previdência, São Paulo ;326;3;5;2;R$ 1.050.000
Rua Grécia ; Jardim Europa, São Paulo ;650;5;5;4;R$ 10.000.000
Instituto de Previdência, São Paulo ; SP;245;3;4;4;R$ 990.000
Rua José Ferreira da Rocha Filho ; Jardim Monte Kemel, São Paulo ;130;3;4;2;R$ 775.000
Rua Apeu ; Vila Brasílio Machado, São Paulo ;293;4;6;3;R$ 2.500.000
Alto de Pinheiros, São Paulo ; SP;800;4;6;11;"R$ 37.000
                      /Mês"
Avenida Amarilis ; Cidade Jardim, São Paulo ;661;4;7;8;R$ 5.900.000
Rua Inocêncio Nogueira ; Cidade Jardim, São Paulo ;727;6;2;7;R$ 5.800.000
Avenida Ceci ; Planalto Paulista, São Paulo ;350;4;4;3;R$ 2.500.000
Butantã, São Paulo ; SP;500;5;4;5;"R$ 22.500
                      /Mês"
Rua Aperca, 409 ; Boaçava, São Paulo ;1074;4;4;6;R$ 8.000.000
Rua Pirapó ; Jardim Guedala, São Paulo ;550;4;6;8;R$ 4.200.000
Rua dos Otonis, 289 ; Vila Clementino, São Paulo ;220;4;2;7;R$ 2.350.000
Brooklin Paulista, São Paulo ; SP;116;3;4;2;R$ 850.000
Vila Madalena, São Paulo ; SP;337;3;3;4;R$ 5.800.000
Rua Francisco Riva ; Conjunto Habitacional Barreira Grande, São Paulo ;132;3;1;2;R$ 350.000
Paineiras do Morumbi, São Paulo ; SP;800;6;7;9;"R$ 35.000
                      /Mês"
Rua Marambá, 35 ; Água Fria, São Paulo ;200;4;4;5;R$ 1.270.000
Rua Ytaipu, 489 ; Mirandópolis, São Paulo ;270;4;3;3;R$ 1.790.000
Rua José Vicente de Azevedo ; Vila Mariana, São Paulo ;240;3;4;6;R$ 1.900.000
Rua Jati ; Planalto Paulista, São Paulo ;289;3;4;2;R$ 1.500.000
Cidade Domitila, São Paulo ; SP;300;3;4;4;"R$ 4.000
                      /Mês"
Rua Juréia, 355 ; Chácara Inglesa, São Paulo ;125;2;1;2;R$ 851.000
Rua Tomé Portes, 555 ; Brooklin Paulista, São Paulo ;480;4;4;3;R$ 1.900.000
Rua Abegoaria ; Jardim das Bandeiras, São Paulo ;686;4;8;6;R$ 4.990.000
Jardim Morumbi, São Paulo ; SP;700;4;5;6;"R$ 22.000
                      /Mês"
Rua Ceará, 142 ; Consolação, São Paulo ;477;4;6;4;"R$ 30.000
                      /Mês"
Jardim Europa, São Paulo ; SP;230;3;4;2;R$ 2.700.000
Rua Tomás Lopes Ferreira ; Parque São Domingos, São Paulo ;240;3;3;5;R$ 900.000
Rua Padre Raposo ; Mooca, São Paulo ;135;2;3;2;R$ 692.000
Rua dos Macunis ; Vila Madalena, São Paulo ;300;3;4;4;"R$ 19.000
                      /Mês"
Sumarezinho, São Paulo ; SP;251;4;2;4;R$ 1.700.000
Rua Leandro de Carvalho ; Vila Monumento, São Paulo ;200;3;5;1;R$ 1.030.000
Rua Porangaba ; Bosque da Saúde, São Paulo ;172;2;3;4;R$ 930.000
Rua Ministro Eduardo de Campos Maia, 123 ; Jardim Bonfiglioli, São Paulo ;170;3;3;3;R$ 1.100.000
Vila Madalena, São Paulo ; SP;379;2;3;3;"R$ 24.000
                      /Mês"
Jardim Paulista, São Paulo ; SP;420;3;4;3;R$ 9.200.000
Butantã, São Paulo ; SP;233;4;6;4;"R$ 14.000
                      /Mês"
Rua Bento de Faria, 220 ; Bosque da Saúde, São Paulo ;500;5;8;7;R$ 2.780.000
Rua São Samuel ; Vila Mariana, São Paulo ;500;4;3;5;R$ 4.000.000
Alameda dos Guainumbis ; Planalto Paulista, São Paulo ;600;4;4;6;"R$ 10.000
                      /Mês"
Avenida Morumbi ; Morumbi, São Paulo ;680;3;5;6;R$ 2.500.000
Jardim Guedala, São Paulo ; SP;900;4;6;10;R$ 6.500.000
Jardim Everest, São Paulo ; SP;700;5;5;5;"R$ 26.000
                      /Mês"
Alto de Pinheiros, São Paulo ; SP;670;5;7;7;R$ 15.000.000
Rua Tuiucuê ; Jardim da Saúde, São Paulo ;450;6;7;4;R$ 1.800.000
Rua Antônio Peres Mulla ; Vila Carrão, São Paulo ;85;3;2;1;R$ 480.000
Rua Montevidéu, 00 ; Bela Aliança, São Paulo ;298;3;4;5;R$ 2.490.000
Rua Managua ; Jardim Everest, São Paulo ;956;5;7;6;"R$ 50.000
                      /Mês"
Rua Acarapé, 364 ; Chácara Inglesa, São Paulo ;400;3;3;2;R$ 1.385.000
Rua Rubi, 76 ; Vila do Encontro, São Paulo ;395;4;2;3;R$ 2.400.000
Rua Asfaltite, 63 ; Vila Formosa, São Paulo ;120;2;3;1;R$ 580.000
Rua Guapiaçu ; Vila Clementino, São Paulo ;250;2;2;1;R$ 800.000
Rua Doutor João Pinheiro ; Jardim Paulista, São Paulo ;450;3;4;2;R$ 5.700.000
Rua Doutor Carlos Norberto de Souza Aranha ; Alto de Pinheiros, São Paulo ;379;4;6;5;R$ 4.787.000
Jardim Guedala, São Paulo ; SP;335;3;3;4;R$ 2.800.000
Rua Enrico de Martino ; Jardim Leonor, São Paulo ;750;4;7;8;R$ 4.500.000
Alto de Pinheiros, São Paulo ; SP;413;4;7;4;R$ 5.300.000
Rua José de Cristo Moreira ; Vila Morumbi, São Paulo ;525;4;6;4;R$ 2.950.000
Jardim Cordeiro, São Paulo ; SP;850;4;6;6;R$ 7.500.000
Rua Raul de Morais Vítor, 120 ; Vila Albertina, São Paulo ;150;5;6;2;R$ 498.000
Jardim Leonor, São Paulo ; SP;875;4;7;6;R$ 5.000.000
Rua Bacopari ; Boaçava, São Paulo ;419;3;4;4;R$ 4.800.000
Alameda Sorimãs ; Planalto Paulista, São Paulo ;380;3;5;3;R$ 1.700.000
Jardim Europa, São Paulo ; SP;953;3;7;10;R$ 22.000.000
Vila Ida, São Paulo ; SP;234;3;5;5;R$ 2.350.000
Jardim Vila Mariana, São Paulo ; SP;160;3;4;4;R$ 1.100.000
Rua Ernesto Nazaré, 762 ; Alto de Pinheiros, São Paulo ;480;4;5;7;R$ 3.900.000
Jardim Paulista, São Paulo ; SP;180;3;2;1;R$ 3.000.000
Alto de Pinheiros, São Paulo ; SP;520;3;3;4;R$ 5.300.000
Rua Boa Esperança do Sul, 57 ; Jardim Guedala, São Paulo ;406;4;4;3;R$ 2.700.000
Rua Joaquim Nabuco ; Brooklin Paulista, São Paulo ;278;4;6;3;R$ 2.500.000
Alto de Pinheiros, São Paulo ; SP;340;5;4;4;R$ 2.540.000
Jardim Guedala, São Paulo ; SP;681;2;3;6;R$ 2.300.000
Rua Aperca ; Boaçava, São Paulo ;944;5;8;8;R$ 8.000.000
Rua Araporé, 209 ; Jardim Guedala, São Paulo ;431;4;5;6;R$ 4.000.000
Jardim das Bandeiras, São Paulo ; SP;450;3;4;3;R$ 3.850.000
Jardim Leonor, São Paulo ; SP;463;4;6;4;R$ 3.950.000
Boaçava, São Paulo ; SP;376;4;5;4;R$ 3.400.000
Alameda dos Indígenas ; Planalto Paulista, São Paulo ;300;3;4;4;R$ 1.500.000
Rua Domingos Nogueira, 137 ; Jardim Dracena, São Paulo ;173;2;3;4;R$ 445.000
Jardim Leonor, São Paulo ; SP;1000;5;7;4;R$ 8.000.000
Rua Murajuba ; Alto de Pinheiros, São Paulo ;530;4;4;8;R$ 5.200.000
Avenida Antônio Joaquim de Moura Andrade ; Vila Nova Conceição, São Paulo ;434;5;6;5;"R$ 45.000
                      /Mês"
Rua Valdomiro Lobo da Costa ; Vila das Mercês, São Paulo ;250;3;5;5;R$ 1.100.000
Jardim Paulista, São Paulo ; SP;425;3;4;5;R$ 9.800.000
Rua das Fiandeiras ; Vila Olímpia, São Paulo ;155;2;3;2;R$ 2.700.000
Rua Dom Sebastião do Rego, 339 ; Vila Gumercindo, São Paulo ;206;3;1;1;R$ 800.000
Rua Tibiriçá ; Brooklin, São Paulo ;700;4;6;6;R$ 3.900.000
Jardim Paulistano, São Paulo ; SP;934;5;4;14;R$ 14.000.000
Rua Benedetto Bonfigli ; Casa Verde Alta, São Paulo ;102;3;2;2;R$ 479.000
Jardim Europa, São Paulo ; SP;700;3;5;6;R$ 18.000.000
Jardim Europa, São Paulo ; SP;482;4;5;5;R$ 9.000.000
Rua Maniutuba ; Chácara Santo Antônio (Zona Leste), São Paulo ;123;2;1;1;R$ 1.100.000
Rua Euclides Pacheco ; Vila Gomes Cardim, São Paulo ;493;4;7;8;"R$ 15.000
                      /Mês"
Rua Narciso Freitas Vieira ; Jardim dos Cataldis, São Paulo ;110;3;1;2;R$ 328.900
Rua Pedro Doll, 99 ; Santana, São Paulo ;100;2;2;1;R$ 590.000
Rua Hermógenes Almeida Prado ; Jardim Guedala, São Paulo ;607;4;5;5;R$ 3.150.000
Cidade Jardim, São Paulo ; SP;768;6;3;7;R$ 5.800.000
Rua Olegário Mariano ; Jardim Guedala, São Paulo ;840;4;8;6;R$ 8.300.000
Sumaré, São Paulo ; SP;450;4;7;3;"R$ 15.000
                      /Mês"
Rua Caraúna ; Vila Madalena, São Paulo ;352;5;5;2;"R$ 16.000
                      /Mês"
Rua Coronel Luís Alves ; Vila Mariana, São Paulo ;300;3;3;2;R$ 1.700.000
Jardim Paulista, São Paulo ; SP;380;5;5;8;R$ 4.990.000
Travessa André Gelly ; Vila Regente Feijó, São Paulo ;200;3;4;2;R$ 650.000
Rua Vicente da Costa ; Ipiranga, São Paulo ;140;3;3;3;R$ 850.000
Chácara Monte Alegre, São Paulo ; SP;915;4;8;6;"R$ 30.000
                      /Mês"
Rua Anésio Pinto Rosa ; Brooklin Paulista, São Paulo ;286;6;4;4;R$ 3.000.000
Rua Dalton ; Alto da Lapa, São Paulo ;237;3;4;2;R$ 1.950.000
Rua Grajaú ; Sumaré, São Paulo ;250;3;4;2;R$ 2.790.000
Jardim Panorama D'Oeste, São Paulo ; SP;370;4;4;4;R$ 4.350.000
Jardim Paulista, São Paulo ; SP;673;3;5;5;R$ 14.700.000
Jardim Paulistano, São Paulo ; SP;934;6;6;7;R$ 14.000.000
Rua Noruega ; Jardim Europa, São Paulo ;878;4;6;8;R$ 15.500.000
Vila Nova Conceição, São Paulo ; SP;115;2;2;1;R$ 1.700.000
Pacaembu, São Paulo ; SP;455;4;5;11;"R$ 12.000
                      /Mês"
Rua Raul Adalberto de Campos ; Vila Madalena, São Paulo ;350;3;4;2;"R$ 10.000
                      /Mês"
Rua Justiniano Serpa ; Lar São Paulo, São Paulo ;156;3;3;4;R$ 960.000
Rua Sofia ; Jardim Europa, São Paulo ;500;4;6;4;R$ 15.000.000
Rua Cônego Eugênio Leite ; Pinheiros, São Paulo ;354;3;4;5;R$ 5.300.000
Jardim Europa, São Paulo ; SP;725;3;5;7;R$ 22.000.000
Rua Mesquita ; Vila Deodoro, São Paulo ;250;3;5;7;R$ 1.800.000
Vila Suzana, São Paulo ; SP;240;4;4;6;R$ 1.000.000
Rua Quirino Pucca ; Vila Romana, São Paulo ;80;1;1;2;R$ 480.000
Rua Doutor José de Moura Resende, 266 ; Caxingui, São Paulo ;277;3;3;5;R$ 1.800.000
Rua Valdir Niemeyer ; Sumaré, São Paulo ;230;2;5;2;R$ 2.900.000
Rua Joaquim Nabuco ; Brooklin, São Paulo ;600;3;5;12;R$ 3.000.000
Alameda Franca, 587 ; Jardim Paulista, São Paulo ;137;9;2;1;R$ 2.600.000
Santa Cecília, São Paulo ; SP;450;4;3;1;R$ 5.850.000
Avenida Professor Ciro de Barros Resende ; Planalto Paulista, São Paulo ;280;4;5;4;R$ 3.750.000
Rua Brumado ; Jardim Maracanã, São Paulo ;280;2;4;8;R$ 650.000
Pacaembu, São Paulo ; SP;890;4;7;7;R$ 4.600.000
Boaçava, São Paulo ; SP;435;4;6;6;R$ 4.500.000
Rua Conselheiro Zacarias, 50 ; Jardim Paulista, São Paulo ;580;4;4;3;R$ 9.000.000
Jardim Europa, São Paulo ; SP;166;4;5;2;R$ 5.400.000
Rua Rosário do Sul, 0 ; Jardim Maringá, São Paulo ;274;3;4;6;R$ 1.050.000
Boaçava, São Paulo ; SP;350;3;5;7;R$ 5.500.000
Rua Doutor Rafael Caramuru Lanzelloti, 77 ; Aclimação, São Paulo ;200;2;1;1;R$ 850.000
Viela Um, 289 ; Jardim Peri, São Paulo ;320;3;2;4;R$ 1.700.000
Jardim Guedala, São Paulo ; SP;547;3;4;3;R$ 2.500.000
Perdizes, São Paulo ; SP;280;4;3;2;R$ 1.750.000
Vila Olímpia, São Paulo ; SP;160;3;4;3;R$ 2.900.000
Cidade Jardim, São Paulo ; SP;1530;5;5;30;"R$ 90.000
                      /Mês"
Rua Iraci ; Jardim Paulistano, São Paulo ;240;5;3;2;R$ 2.580.000
Rua Passo da Pátria ; Bela Aliança, São Paulo ;156;3;3;2;R$ 1.000.000
Rua Raul Devesa ; Perdizes, São Paulo ;113;2;2;2;R$ 890.000
Vila Ida, São Paulo ; SP;456;4;7;4;R$ 4.500.000
Avenida Jandira ; Indianópolis, São Paulo ;320;4;4;6;R$ 2.500.000
Cidade Jardim, São Paulo ; SP;589;3;4;6;R$ 5.500.000
Parque Residencial Oratorio, São Paulo ; SP;100;3;2;3;R$ 480.000
Lapa, São Paulo ; SP;670;5;9;10;R$ 4.600.000
Rua Maria Rosa Halter Frank ; Itaim Bibi, São Paulo ;100;3;2;1;R$ 1.970.000
Jardim Europa, São Paulo ; SP;600;4;2;8;R$ 8.000.000
Rua Cuba ; Jardim América, São Paulo ;301;4;5;4;R$ 4.200.000
Rua Doutor José de Moura Resende, 266 ; Caxingui, São Paulo ;277;3;3;5;R$ 1.800.000
Rua Valdir Niemeyer ; Sumaré, São Paulo ;230;2;5;2;R$ 2.900.000
Rua Joaquim Nabuco ; Brooklin, São Paulo ;600;3;5;12;R$ 3.000.000
Alameda Franca, 587 ; Jardim Paulista, São Paulo ;137;9;2;1;R$ 2.600.000
Santa Cecília, São Paulo ; SP;450;4;3;1;R$ 5.850.000
Avenida Professor Ciro de Barros Resende ; Planalto Paulista, São Paulo ;280;4;5;4;R$ 3.750.000
Rua Brumado ; Jardim Maracanã, São Paulo ;280;2;4;8;R$ 650.000
Pacaembu, São Paulo ; SP;890;4;7;7;R$ 4.600.000
Boaçava, São Paulo ; SP;435;4;6;6;R$ 4.500.000
Rua Conselheiro Zacarias, 50 ; Jardim Paulista, São Paulo ;580;4;4;3;R$ 9.000.000
Jardim Europa, São Paulo ; SP;166;4;5;2;R$ 5.400.000
Rua Rosário do Sul, 0 ; Jardim Maringá, São Paulo ;274;3;4;6;R$ 1.050.000
Boaçava, São Paulo ; SP;350;3;5;7;R$ 5.500.000
Rua Doutor Rafael Caramuru Lanzelloti, 77 ; Aclimação, São Paulo ;200;2;1;1;R$ 850.000
Viela Um, 289 ; Jardim Peri, São Paulo ;320;3;2;4;R$ 1.700.000
Jardim Guedala, São Paulo ; SP;547;3;4;3;R$ 2.500.000
Perdizes, São Paulo ; SP;280;4;3;2;R$ 1.750.000
Vila Olímpia, São Paulo ; SP;160;3;4;3;R$ 2.900.000
Cidade Jardim, São Paulo ; SP;1530;5;5;30;"R$ 90.000
                      /Mês"
Rua Iraci ; Jardim Paulistano, São Paulo ;240;5;3;2;R$ 2.580.000
Rua Passo da Pátria ; Bela Aliança, São Paulo ;156;3;3;2;R$ 1.000.000
Rua Raul Devesa ; Perdizes, São Paulo ;113;2;2;2;R$ 890.000
Vila Ida, São Paulo ; SP;456;4;7;4;R$ 4.500.000
Avenida Jandira ; Indianópolis, São Paulo ;320;4;4;6;R$ 2.500.000
Cidade Jardim, São Paulo ; SP;589;3;4;6;R$ 5.500.000
Parque Residencial Oratorio, São Paulo ; SP;100;3;2;3;R$ 480.000
Lapa, São Paulo ; SP;670;5;9;10;R$ 4.600.000
Rua Maria Rosa Halter Frank ; Itaim Bibi, São Paulo ;100;3;2;1;R$ 1.970.000
Jardim Europa, São Paulo ; SP;600;4;2;8;R$ 8.000.000
Rua Cuba ; Jardim América, São Paulo ;301;4;5;4;R$ 4.200.000
Rua Alto do Bonfim ; Conjunto Residencial Jardim Canaã, São Paulo ;128;3;2;3;R$ 730.000
Jardim Guedala, São Paulo ; SP;717;5;4;6;R$ 4.400.000
Pacaembu, São Paulo ; SP;900;4;4;5;R$ 5.000.000
Planalto Paulista, São Paulo ; SP;400;3;5;3;R$ 3.100.000
Rua Pereira Leite ; Sumarezinho, São Paulo ;250;3;2;4;R$ 1.600.000
Jardim América, São Paulo ; SP;300;4;4;4;R$ 5.500.000
Sumaré, São Paulo ; SP;395;4;3;5;R$ 6.000.000
Vila Ema, São Paulo ; SP;160;3;2;1;R$ 421.000
Rua Francisco Bayardo ; Perdizes, São Paulo ;80;3;3;1;R$ 1.150.000
Granja Julieta, São Paulo ; SP;270;5;5;3;"R$ 22.000
                      /Mês"
Perdizes, São Paulo ; SP;430;3;4;1;R$ 3.900.000
Boaçava, São Paulo ; SP;530;4;5;6;R$ 3.800.000
Vila Nova Conceição, São Paulo ; SP;390;3;4;5;R$ 5.500.000
Tucuruvi, São Paulo ; SP;90;3;2;1;R$ 490.000
Parque da Mooca, São Paulo ; SP;370;3;1;5;"R$ 8.500
                      /Mês"
Rua do Ceuta ; Jardim Luzitânia, São Paulo ;560;4;5;4;R$ 9.040.000
Rua Escobar Ortiz ; Vila Nova Conceição, São Paulo ;190;3;3;2;"R$ 9.000
                      /Mês"
Rua Professor Miguel Calmon ; Jardim Morumbi, São Paulo ;384;4;5;2;R$ 1.100.000
Jardim Santa Cruz (Campo Grande), São Paulo ; SP;120;3;2;2;R$ 590.000
Rua Pais de Andrade ; Aclimação, São Paulo ;390;3;3;3;R$ 1.400.000
Rua Puréus ; Jardim Guedala, São Paulo ;600;4;7;5;R$ 2.500.000
Rua General Sena Vasconcelos ; Jardim Guedala, São Paulo ;570;5;5;2;R$ 3.210.000
Rua das Camélias, 65 ; Mirandópolis, São Paulo ;330;4;3;6;R$ 1.900.000
Avenida Giovanni Gronchi ; Morumbi, São Paulo ;388;3;4;6;R$ 1.500.000
Perdizes, São Paulo ; SP;300;4;3;3;R$ 2.120.000
Rua Porangaba ; Bosque da Saúde, São Paulo ;160;3;1;3;R$ 1.200.000
Rua General Euclides Figueiredo ; Morumbi, São Paulo ;250;4;5;5;R$ 1.600.000
Jardim Paulistano, São Paulo ; SP;989;5;5;5;R$ 12.000.000
Alameda Ministro Rocha Azevedo ; Jardim Paulista, São Paulo ;120;2;2;1;R$ 1.600.000
Rua Araporé ; Jardim Guedala, São Paulo ;700;4;6;4;R$ 12.000.000
Rua Feliciano Maia, 50 ; Jardim Paulista, São Paulo ;560;5;5;6;"R$ 40.000
                      /Mês"
Higienópolis, São Paulo ; SP;450;4;4;6;"R$ 22.000
                      /Mês"
Rua Doutor João Neves Neto, 516 ; Jardim Guedala, São Paulo ;379;3;5;3;R$ 2.300.000
Rua Nova York ; Brooklin Paulista, São Paulo ;230;3;5;3;R$ 2.200.000
Jardim Paulista, São Paulo ; SP;723;3;3;4;R$ 16.500.000
Rua Filipe de Gusmão, 158 ; Sumarezinho, São Paulo ;120;3;3;1;R$ 905.000
Rua Vupabussu ; Pinheiros, São Paulo ;144;3;4;2;"R$ 15.000
                      /Mês"
Rua José do Patrocínio ; Aclimação, São Paulo ;150;3;2;2;R$ 930.000
Rua Stefan Marek Neuding ; Jardim Sílvia (Zona Oeste), São Paulo ;622;4;6;6;R$ 5.000.000
Jardim Leonor, São Paulo ; SP;389;3;5;5;R$ 1.690.000
Rua Costa Rica ; Jardim América, São Paulo ;1140;5;7;15;"R$ 100.000
                      /Mês"
Rua General Fonseca Teles ; Jardim Paulista, São Paulo ;560;3;5;3;"R$ 30.000
                      /Mês"
Avenida Sílvio Sciumbata ; Interlagos, São Paulo ;793;4;4;5;R$ 2.680.000
Alto de Pinheiros, São Paulo ; SP;350;4;3;4;R$ 3.500.000
Rua Irineu Marinho ; Santo Amaro, São Paulo ;720;5;6;6;R$ 4.800.000
Boaçava, São Paulo ; SP;1054;4;5;5;"R$ 40.000
                      /Mês"
Jardim Paulistano, São Paulo ; SP;400;3;3;3;R$ 5.500.000
Rua Campo Grande ; Vila Hamburguesa, São Paulo ;450;3;4;5;R$ 3.600.000
Retiro Morumbi, São Paulo ; SP;700;4;7;8;R$ 5.000.000
Rua França ; Jardim Europa, São Paulo ;340;4;2;5;R$ 5.000.000
Rua Alberto Faria ; Alto de Pinheiros, São Paulo ;315;4;5;5;R$ 5.400.000
Rua Jamil Safady ; Vila Romana, São Paulo ;196;4;2;2;R$ 1.500.000
Avenida Padre Pereira de Andrade ; Boaçava, São Paulo ;280;3;3;5;R$ 2.950.000
Rua Hermógenes Almeida Prado ; Jardim Guedala, São Paulo ;800;4;8;4;R$ 3.950.000
Rua Jaguanambi ; Cidade Jardim, São Paulo ;589;4;7;6;R$ 4.300.000
Rua Demóstenes ; Campo Belo, São Paulo ;286;3;5;4;R$ 1.950.000
Morumbi, São Paulo ; SP;1327;3;8;34;"R$ 120.000
                      /Mês"
Rua Senador João Lira ; Pacaembu, São Paulo ;300;4;4;3;R$ 2.500.000
Rua República de El Salvador ; Praia da Lagoa, São Paulo ;388;3;2;4;R$ 1.900.000
Rua Almirante de Inhaúma ; Alto da Lapa, São Paulo ;251;3;5;3;R$ 1.700.000
Jardim Leonor, São Paulo ; SP;350;4;6;4;R$ 4.074.000
Avenida Morumbi ; Morumbi, São Paulo ;1100;5;6;8;R$ 1.950.000
Rua Abagiba, 1101 ; Vila da Saúde, São Paulo ;170;3;2;3;R$ 680.000
Rua Carmo do Rio Claro ; Cambuci, São Paulo ;110;2;3;1;R$ 650.000
Rua Senador João Lira ; Pacaembu, São Paulo ;300;4;4;3;R$ 2.500.000
Jardim Triana, São Paulo ; SP;190;2;3;3;R$ 590.000
Jardim Leonor, São Paulo ; SP;700;4;3;4;"R$ 19.000
                      /Mês"
Rua Valença ; Sumaré, São Paulo ;213;4;6;3;R$ 2.600.000
Rua Luisiânia ; Brooklin, São Paulo ;249;4;4;3;R$ 2.400.000
Rua Grécia ; Jardim Europa, São Paulo ;518;5;4;3;R$ 7.500.000
Jardim Guedala, São Paulo ; SP;729;5;5;8;"R$ 20.000
                      /Mês"
Rua Faria Lobato ; Vila Santa Clara, São Paulo ;148;3;3;4;R$ 690.000
Rua Antônio de Gouveia Giudice ; Alto de Pinheiros, São Paulo ;660;3;6;5;R$ 7.000.000
Rua Itapitangui ; Pacaembu, São Paulo ;160;3;3;3;R$ 4.500.000
Rua Doutor João Maia ; Aclimação, São Paulo ;147;3;4;3;R$ 1.600.000
Jardim Paulista, São Paulo ; SP;484;4;5;4;R$ 9.500.000
Rua Comandante Ismael Guilherme ; Jardim Luzitânia, São Paulo ;775;4;4;6;R$ 11.000.000
Praça Horácio Sabino ; Pinheiros, São Paulo ;260;4;3;3;R$ 2.700.000
Pinheiros, São Paulo ; SP;1022;4;14;8;"R$ 85.000
                      /Mês"
Rua César Pena Ramos, 1744 ; Vila Santa Maria, São Paulo ;165;5;3;1;"R$ 3.000
                      /Mês"
Rua Leônidas Freire, 206 ; Vila Liviero, São Paulo ;280;6;5;3;R$ 750.000
Vila Morumbi, São Paulo ; SP;736;4;8;14;"R$ 20.000
                      /Mês"
Rua Doutor Manoel Maria Tourinho ; Pacaembu, São Paulo ;422;4;4;1;R$ 2.500.000
Rua Maria Carolina ; Jardim Paulistano, São Paulo ;600;3;5;4;R$ 9.500.000
Indianópolis, São Paulo ; SP;197;3;5;3;R$ 1.570.000
Rua Jabebira ; Jardim Everest, São Paulo ;750;5;9;4;R$ 8.000.000
Jardim América, São Paulo ; SP;860;3;4;12;"R$ 60.000
                      /Mês"
Rua Olegário Mariano ; Jardim Guedala, São Paulo ;750;5;7;8;R$ 4.400.000
Rua Gaspar Lourenço ; Vila Mariana, São Paulo ;332;3;2;1;R$ 1.300.000
Jardim Leonor, São Paulo ; SP;750;4;8;5;"R$ 20.000
                      /Mês"
Rua Acutiranha ; Jardim Panorama, São Paulo ;420;4;3;4;"R$ 14.000
                      /Mês"
Rua Urbanizadora, 49 ; Sumaré, São Paulo ;273;3;5;4;R$ 5.000.000
Vila Santos, São Paulo ; SP;114;3;3;3;R$ 500.000
Rua Joaquim Cândido de Azevedo Marques ; Vila Morumbi, São Paulo ;900;3;6;10;R$ 18.000.000
Rua Pereira Caldas, 261 ; Jardim da Glória, São Paulo ;250;3;4;3;R$ 950.000
Cidade Jardim, São Paulo ; SP;450;4;4;3;R$ 4.000.000
Rua Sampaio Vidal ; Jardim Paulistano, São Paulo ;184;3;3;2;R$ 2.200.000
Rua das Promessas ; Vila Medeiros, São Paulo ;113;3;2;3;R$ 405.000
